Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,salary_imputed_flag,flights_2017,distance_2017,points_earned_2017,points_redeemed_2017,dollar_redeemed_2017,active_months_2017,flights_2018,Silent_Churn_Flag,Formally_Cancelled,education_rank,card_rank,is_married,Cluster,Churn_Risk_Score,Strategic_Segment
389225,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,56697.0,Married,Star,15428.01,Standard,2013,6,,,0,27,36898,36898.0,540,97,9,24,0,0,3,1,1,2,0.010416666977107525,Married Loyalists
530235,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,69720.0,Married,Star,15477.28,Standard,2017,4,,,0,9,13407,13407.0,0,0,4,26,0,0,3,1,1,1,0.16410256922245026,At-Risk Infrequent Flyers
531398,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,69720.0,Married,Star,15477.28,Standard,2017,4,,,0,9,14855,14855.0,577,104,3,17,0,0,3,1,1,1,0.16485385596752167,At-Risk Infrequent Flyers
727595,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,56639.0,Single,Star,15488.43,Standard,2012,7,,,0,17,22957,22957.0,0,0,9,10,0,0,3,1,0,3,0.015625,Single Frequent Flyers
173092,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,53809.0,Married,Star,15503.72,Standard,2016,10,,,0,22,40080,40080.0,398,72,6,17,0,0,3,1,1,2,0.015625,Married Loyalists
912396,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,72031.0,Married,Star,15512.25,Standard,2013,3,,,0,17,27245,27245.0,1218,220,7,21,0,0,3,1,1,2,0.015625,Married Loyalists
151655,Canada,Quebec,Montreal,H4G 3T4,Male,High School or Below,67442.0,Divorced,Star,15519.67,Standard,2012,11,,,0,13,24072,24072.0,801,144,6,33,0,0,1,1,0,3,0.019607843831181526,Single Frequent Flyers
412394,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,101672.0,Married,Star,15531.79,Standard,2015,9,,,0,22,37035,37035.0,0,0,6,30,0,0,3,1,1,2,0.019607843831181526,Married Loyalists
775160,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,73510.0,Single,Star,15552.4,Standard,2016,4,,,1,25,41248,41248.0,645,116,8,17,0,0,2,1,0,3,0.010416666977107525,Single Frequent Flyers
465990,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,73510.0,Married,Star,15610.9,Standard,2013,1,,,1,31,51191,51191.0,0,0,10,22,0,0,2,1,1,2,0.0,Married Loyalists
869190,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,55593.0,Married,Star,15641.26,Standard,2015,2,,,0,22,22778,22778.0,1109,199,8,16,0,0,3,1,1,2,0.0,Married Loyalists
527004,Canada,Ontario,Toronto,P1L 8X8,Female,College,73510.0,Married,Star,15672.7,Standard,2017,3,,,1,15,19760,19760.0,0,0,5,13,0,0,2,1,1,1,0.0746268630027771,At-Risk Infrequent Flyers
502977,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73510.0,Married,Star,15700.28,Standard,2015,7,,,1,21,33024,33024.0,0,0,7,18,0,0,2,1,1,2,0.015625,Married Loyalists
289665,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,93977.0,Married,Star,15727.13,Standard,2015,4,,,0,34,54833,54833.0,414,75,12,20,0,0,3,1,1,2,0.0,Married Loyalists
149462,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,67101.0,Married,Star,15739.92,Standard,2013,1,,,0,30,45965,45965.0,0,0,9,17,0,0,3,1,1,2,0.0,Married Loyalists
632981,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,72738.0,Married,Star,15759.62,Standard,2017,4,,,0,15,19035,19035.0,0,0,6,15,0,0,3,1,1,1,0.04316546767950058,At-Risk Infrequent Flyers
561228,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,64368.0,Married,Star,15762.53,Standard,2013,10,,,0,20,29668,29668.0,718,130,8,12,0,0,3,1,1,2,0.0,Married Loyalists
477993,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,60468.0,Married,Star,15762.6,Standard,2015,10,,,0,14,16304,16304.0,0,0,6,14,0,0,3,1,1,1,0.0746268630027771,At-Risk Infrequent Flyers
811748,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,60468.0,Married,Star,15762.6,Standard,2016,7,2017.0,3.0,0,3,6167,6167.0,0,0,2,0,1,1,3,1,1,1,0.13725490868091583,At-Risk Infrequent Flyers
246935,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,53842.0,Married,Star,15769.11,Standard,2014,7,,,0,20,32314,32314.0,1735,312,7,22,0,0,3,1,1,2,0.015625,Married Loyalists
772628,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,53842.0,Married,Star,15769.11,Standard,2012,8,,,0,22,31829,31829.0,559,101,9,5,0,0,3,1,1,2,0.015625,Married Loyalists
104353,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,104140.0,Married,Star,15777.89,Standard,2014,1,,,0,26,46750,46750.0,526,95,10,16,0,0,3,1,1,2,0.015625,Married Loyalists
526222,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,104140.0,Married,Star,15777.89,Standard,2017,3,,,0,19,26984,26984.0,1427,258,6,18,0,0,3,1,1,2,0.015625,Married Loyalists
150754,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73510.0,Single,Star,15789.65,Standard,2014,1,,,1,15,23146,23146.0,0,0,6,15,0,0,2,1,0,3,0.02418696880340576,Single Frequent Flyers
824462,Canada,Ontario,Trenton,K8V 4B2,Male,College,73510.0,Single,Star,15789.65,Standard,2013,5,,,1,27,32978,32978.0,1497,269,9,11,0,0,2,1,0,3,0.0,Single Frequent Flyers
638733,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,73510.0,Single,Star,15814.75,Standard,2013,1,,,1,18,33337,33337.0,1434,259,7,22,0,0,2,1,0,3,0.015625,Single Frequent Flyers
362201,Canada,Saskatchewan,Regina,S1J 3C5,Male,College,73510.0,Married,Star,15860.04,Standard,2015,2,,,1,9,16008,16008.0,0,0,3,15,0,0,2,1,1,1,0.16410256922245026,At-Risk Infrequent Flyers
272144,Canada,Ontario,Ottawa,K1F 2R2,Male,College,73510.0,Single,Star,15862.18,Standard,2015,3,,,1,18,29954,29954.0,0,0,6,15,0,0,2,1,0,3,0.04316546767950058,Single Frequent Flyers
851021,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,73150.0,Married,Star,15886.03,Standard,2016,10,2017.0,7.0,0,15,13362,13362.0,462,83,5,0,1,1,3,1,1,1,0.13725490868091583,At-Risk Infrequent Flyers
413052,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,79053.0,Married,Star,15923.96,Standard,2015,5,,,0,12,21295,21295.0,0,0,5,13,0,0,3,1,1,1,0.0746268630027771,At-Risk Infrequent Flyers
836486,Canada,Quebec,Quebec City,G1B 3L5,Female,College,73510.0,Divorced,Star,15936.58,Standard,2012,9,,,1,23,33392,33392.0,543,98,9,14,0,0,2,1,0,3,0.0,Single Frequent Flyers
244271,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,73510.0,Single,Star,15984.53,Standard,2014,5,,,1,20,24016,24016.0,0,0,7,18,0,0,2,1,0,3,0.019607843831181526,Single Frequent Flyers
362742,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,65056.0,Divorced,Star,16007.95,Standard,2017,7,,,0,2,4023,4023.0,0,0,2,8,0,0,3,1,0,1,0.16410256922245026,At-Risk Infrequent Flyers
396446,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,73510.0,Single,Star,16045.11,Standard,2013,5,,,1,14,18564,18564.0,483,87,6,17,0,0,2,1,0,3,0.04316546767950058,Single Frequent Flyers
529458,Canada,Ontario,Kingston,M9K 2P4,Male,College,73510.0,Married,Star,16109.75,Standard,2016,9,,,1,21,37650,37650.0,994,179,8,27,0,0,2,1,1,2,0.015625,Married Loyalists
214123,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,50954.0,Married,Star,16229.65,Standard,2016,6,2017.0,2.0,0,3,3687,3687.0,0,0,1,0,1,1,3,1,1,1,0.16410256922245026,At-Risk Infrequent Flyers
133429,Canada,Quebec,Tremblant,H5Y 2S9,Female,Master,100817.0,Married,Star,16301.97,Standard,2014,2,,,0,26,44837,44837.0,551,99,10,22,0,0,4,1,1,2,0.010416666977107525,Married Loyalists
134857,Canada,Ontario,Toronto,M2M 7K8,Male,Master,100817.0,Married,Star,16301.97,Standard,2015,2,,,0,15,18873,18873.0,0,0,6,14,0,0,4,1,1,1,0.04316546767950058,At-Risk Infrequent Flyers
236026,Canada,British Columbia,Vancouver,V6E 3D9,Female,Master,100817.0,Married,Star,16301.97,Standard,2012,6,,,0,32,40974,40974.0,0,0,11,16,0,0,4,1,1,2,0.010416666977107525,Married Loyalists
426414,Canada,Ontario,Toronto,P5S 6R4,Male,Master,100817.0,Married,Star,16301.97,Standard,2016,10,,,0,16,22105,22105.0,0,0,6,18,0,0,4,1,1,2,0.04316546767950058,Married Loyalists
605787,Canada,Ontario,Trenton,K8V 4B2,Male,Master,100817.0,Married,Star,16301.97,Standard,2015,7,,,0,20,27683,27683.0,434,78,7,21,0,0,4,1,1,2,0.015625,Married Loyalists
752663,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Master,100817.0,Married,Star,16301.97,Standard,2012,8,,,0,18,23306,23306.0,939,169,6,11,0,0,4,1,1,2,0.019607843831181526,Married Loyalists
812057,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Master,100817.0,Married,Star,16301.97,Standard,2016,1,,,0,39,58583,58583.0,514,93,11,24,0,0,4,1,1,2,0.0,Married Loyalists
995695,Canada,Ontario,Toronto,M2M 6J7,Female,College,73510.0,Single,Star,16313.68,Standard,2013,9,,,1,16,19956,19956.0,0,0,8,17,0,0,2,1,0,3,0.010416666977107525,Single Frequent Flyers
708654,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,89257.0,Single,Star,16331.43,Standard,2016,9,,,0,23,36819,36819.0,0,0,10,20,0,0,3,1,0,3,0.0,Single Frequent Flyers
938914,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,73638.0,Married,Star,16344.61,Standard,2013,9,,,0,14,18582,18582.0,1107,199,7,21,0,0,3,1,1,1,0.015625,At-Risk Infrequent Flyers
671849,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,80289.0,Divorced,Star,16355.31,Standard,2012,7,,,0,15,23055,23055.0,0,0,6,17,0,0,1,1,0,3,0.019607843831181526,Single Frequent Flyers
209102,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,79028.0,Married,Star,16373.73,Standard,2012,11,,,0,14,27053,27053.0,407,73,6,24,0,0,3,1,1,2,0.019607843831181526,Married Loyalists
338059,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,73510.0,Divorced,Star,16468.22,Standard,2014,12,,,1,23,39793,39793.0,986,178,8,5,0,0,2,1,0,3,0.015625,Single Frequent Flyers
544182,Canada,Ontario,Toronto,P2T 6G3,Male,College,73510.0,Divorced,Star,16468.22,Standard,2015,4,2018.0,11.0,1,24,38792,38792.0,0,0,8,16,0,1,2,1,0,3,0.0,Single Frequent Flyers
688627,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,73510.0,Divorced,Star,16468.22,Standard,2013,2,,,1,30,38731,38731.0,467,84,9,28,0,0,2,1,0,3,0.0,Single Frequent Flyers
762389,Canada,Quebec,Montreal,H4G 3T4,Female,College,73510.0,Divorced,Star,16468.22,Standard,2014,12,,,1,32,50904,50904.0,2383,429,10,15,0,0,2,1,0,3,0.015625,Single Frequent Flyers
791202,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Master,111106.0,Married,Star,16473.17,Standard,2016,6,,,0,18,31021,31021.0,512,92,7,21,0,0,4,1,1,2,0.015625,Married Loyalists
697766,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,98755.0,Married,Star,16484.02,Standard,2013,6,,,0,16,25989,25989.0,0,0,6,19,0,0,3,1,1,2,0.019607843831181526,Married Loyalists
428129,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,93042.0,Married,Star,16501.07,Standard,2013,3,,,0,27,40014,40014.0,517,93,9,16,0,0,3,1,1,2,0.0,Married Loyalists
556188,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,66001.0,Married,Star,16547.64,Standard,2016,3,,,0,18,22298,22298.0,383,69,7,26,0,0,3,1,1,2,0.015625,Married Loyalists
576587,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,91646.0,Single,Star,16548.86,Standard,2013,6,,,0,24,39605,39605.0,0,0,8,26,0,0,3,1,0,3,0.015625,Single Frequent Flyers
468970,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,104286.0,Married,Star,16553.23,Standard,2016,4,,,0,19,30614,30614.0,0,0,9,16,0,0,3,1,1,2,0.015625,Married Loyalists
840984,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,49168.0,Married,Star,16570.09,Standard,2014,6,,,0,24,38464,38464.0,597,107,7,32,0,0,3,1,1,2,0.015625,Married Loyalists
285220,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,75383.0,Married,Star,16589.71,Standard,2016,3,,,0,20,27652,27652.0,0,0,8,19,0,0,3,1,1,2,0.010416666977107525,Married Loyalists
904304,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,75383.0,Married,Star,16589.71,Standard,2016,10,,,0,27,40261,40261.0,0,0,9,13,0,0,3,1,1,2,0.0,Married Loyalists
858563,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,72817.0,Married,Star,16681.33,Standard,2015,1,,,0,19,32171,32171.0,547,98,8,14,0,0,3,1,1,2,0.015625,Married Loyalists
323720,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,78690.0,Divorced,Star,16706.12,Standard,2015,1,,,0,15,17960,17960.0,663,119,8,10,0,0,3,1,0,3,0.0,Single Frequent Flyers
134241,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,85360.0,Single,Star,16710.84,Standard,2014,8,,,0,26,44236,44236.0,1006,181,7,20,0,0,3,1,0,3,0.015625,Single Frequent Flyers
414239,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,76590.0,Married,Star,16870.39,Standard,2017,7,,,0,11,18526,18526.0,0,0,4,20,0,0,3,1,1,1,0.13725490868091583,At-Risk Infrequent Flyers
922210,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,76590.0,Married,Star,16870.39,Standard,2015,7,,,0,18,19028,19028.0,1299,234,8,23,0,0,3,1,1,2,0.010416666977107525,Married Loyalists
627915,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,72438.0,Married,Star,16874.33,Standard,2014,11,,,0,16,22554,22554.0,861,155,5,22,0,0,3,1,1,2,0.0746268630027771,Married Loyalists
132928,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,70881.0,Married,Star,16887.8,Standard,2016,6,2017.0,2.0,0,3,2497,2497.0,0,0,2,0,1,1,3,1,1,1,0.1666666716337204,At-Risk Infrequent Flyers
247645,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,88103.0,Single,Star,16953.08,Standard,2014,2,,,0,23,40608,40608.0,0,0,7,14,0,0,3,1,0,3,0.015625,Single Frequent Flyers
909483,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,57587.0,Divorced,Star,16979.8,Standard,2012,7,,,0,20,23108,23108.0,0,0,7,12,0,0,3,1,0,3,0.019607843831181526,Single Frequent Flyers
237434,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,48369.0,Married,Star,16985.5,Standard,2016,11,,,0,18,29388,29388.0,0,0,8,17,0,0,3,1,1,2,0.015625,Married Loyalists
961331,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,74802.0,Married,Star,17006.0,Standard,2016,10,,,0,17,28920,28920.0,868,156,7,17,0,0,3,1,1,2,0.010416666977107525,Married Loyalists
436805,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,104074.0,Married,Star,17019.19,Standard,2017,9,,,0,4,9232,9232.0,625,113,1,8,0,0,3,1,1,1,0.0746268630027771,At-Risk Infrequent Flyers
504208,Canada,British Columbia,Victoria,V10 6T5,Female,Doctor,202022.0,Married,Star,17041.44,Standard,2014,9,,,0,19,28955,28955.0,0,0,7,18,0,0,5,1,1,0,0.015625,Elite Professionals (Low-Frequency)
410343,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,46580.0,Married,Star,17085.41,Standard,2017,6,2018.0,2.0,0,11,10608,10608.0,0,0,4,3,0,1,3,1,1,1,0.06849315017461777,At-Risk Infrequent Flyers
411744,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,95671.0,Married,Star,17109.39,Standard,2012,12,,,0,13,21125,21125.0,387,70,5,20,0,0,3,1,1,1,0.0746268630027771,At-Risk Infrequent Flyers
271463,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,83832.0,Married,Star,17114.33,Standard,2017,6,,,0,13,22410,22410.0,385,69,4,19,0,0,3,1,1,1,0.13725490868091583,At-Risk Infrequent Flyers
313996,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,48207.0,Married,Star,17250.75,Standard,2016,10,2017.0,6.0,0,9,17901,17901.0,0,0,3,0,1,1,3,1,1,1,0.1666666716337204,At-Risk Infrequent Flyers
258849,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,73510.0,Single,Star,17253.73,Standard,2014,8,,,1,14,19842,19842.0,1093,197,6,15,0,0,2,1,0,3,0.019607843831181526,Single Frequent Flyers
559127,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,90467.0,Married,Star,17292.94,Standard,2016,11,2017.0,7.0,0,9,14965,14965.0,0,0,5,0,1,1,3,1,1,1,0.16410256922245026,At-Risk Infrequent Flyers
652790,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,55130.0,Married,Star,17420.57,Standard,2013,1,,,0,14,17290,17290.0,0,0,6,11,0,0,3,1,1,1,0.04316546767950058,At-Risk Infrequent Flyers
159525,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,71498.0,Married,Star,17435.68,Standard,2012,9,,,0,18,24099,24099.0,978,176,8,25,0,0,3,1,1,2,0.015625,Married Loyalists
148753,Canada,Quebec,Montreal,H2Y 4R4,Male,College,73510.0,Divorced,Star,17497.52,Standard,2016,4,,,1,19,21492,21492.0,1966,354,11,17,0,0,2,1,0,3,0.015625,Single Frequent Flyers
202055,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,73510.0,Divorced,Star,17497.52,Standard,2015,6,,,1,16,27751,27751.0,1072,193,8,21,0,0,2,1,0,3,0.010416666977107525,Single Frequent Flyers
945765,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,73510.0,Divorced,Star,17497.52,Standard,2015,11,,,1,14,22773,22773.0,0,0,6,20,0,0,2,1,0,3,0.04316546767950058,Single Frequent Flyers
428710,Canada,Ontario,Toronto,M8Y 4K8,Male,College,73510.0,Divorced,Star,17530.04,Standard,2016,1,2018.0,10.0,1,23,35789,35789.0,1067,192,8,10,0,1,2,1,0,3,0.010416666977107525,Single Frequent Flyers
111507,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,58405.0,Married,Star,17556.99,Standard,2012,10,,,0,17,21684,21684.0,1340,241,7,12,0,0,3,1,1,4,0.015625,High-Value Frequent Flyers
675442,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,59061.0,Married,Star,17636.42,Standard,2016,10,,,0,20,26497,26497.0,312,56,8,26,0,0,3,1,1,2,0.015625,Married Loyalists
893725,Canada,Ontario,Toronto,P1L 8X8,Female,College,73510.0,Single,Star,17712.21,Standard,2015,12,,,1,15,15551,15551.0,1511,272,7,7,0,0,2,1,0,3,0.015625,Single Frequent Flyers
581596,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,50764.0,Married,Star,17723.76,Standard,2016,10,,,0,18,32757,32757.0,0,0,7,26,0,0,3,1,1,2,0.015625,Married Loyalists
656415,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,50764.0,Married,Star,17723.76,Standard,2016,1,,,0,20,24935,24935.0,449,81,7,26,0,0,3,1,1,2,0.015625,Married Loyalists
483899,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,79725.0,Married,Star,17738.2,Standard,2012,6,,,0,11,20054,20054.0,521,94,4,14,0,0,3,1,1,1,0.13725490868091583,At-Risk Infrequent Flyers
329736,Canada,Ontario,Kingston,M9K 2P4,Male,College,73510.0,Single,Star,17759.39,Standard,2013,4,,,1,20,27495,27495.0,445,80,7,20,0,0,2,1,0,3,0.015625,Single Frequent Flyers
490053,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,85573.0,Divorced,Star,17788.06,Standard,2012,12,,,0,14,17554,17554.0,0,0,6,22,0,0,3,1,0,1,0.019607843831181526,At-Risk Infrequent Flyers
685720,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,73510.0,Married,Star,17793.61,Standard,2017,7,,,1,8,10547,10547.0,0,0,3,25,0,0,2,1,1,1,0.16410256922245026,At-Risk Infrequent Flyers
229677,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,75952.0,Married,Star,17816.68,Standard,2016,5,,,0,20,34349,34349.0,650,117,7,23,0,0,3,1,1,2,0.015625,Married Loyalists
295078,Canada,Ontario,Toronto,M1R 4K3,Female,High School or Below,63837.0,Divorced,Star,17930.6,Standard,2016,12,,,0,17,35431,35431.0,400,72,5,10,0,0,1,1,0,3,0.015625,Single Frequent Flyers
819267,Canada,Alberta,Calgary,T3E 2V9,Male,High School or Below,63837.0,Divorced,Star,17930.6,Standard,2015,12,,,0,24,39702,39702.0,766,138,7,22,0,0,1,1,0,3,0.015625,Single Frequent Flyers
527194,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,73510.0,Single,Star,17966.29,Standard,2018,5,,,1,22,34759,34759.0,0,0,6,9,0,0,2,1,0,3,0.0746268630027771,Single Frequent Flyers
255028,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,91172.0,Married,Star,17995.87,Standard,2018,7,,,0,8,9349,9349.0,0,0,4,0,1,0,3,1,1,1,0.16410256922245026,At-Risk Infrequent Flyers
465241,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,91172.0,Married,Star,17995.87,Standard,2016,9,,,0,18,31873,31873.0,367,66,6,33,0,0,3,1,1,2,0.019607843831181526,Married Loyalists
881828,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,58033.0,Married,Star,18042.48,Standard,2016,9,,,0,22,30040,30040.0,558,100,8,21,0,0,3,1,1,2,0.015625,Married Loyalists
674327,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,73510.0,Married,Star,18065.27,Standard,2013,6,,,1,26,41091,41091.0,869,157,10,22,0,0,2,1,1,2,0.010416666977107525,Married Loyalists
218241,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,79192.0,Married,Star,18073.94,Standard,2013,6,,,0,22,43994,43994.0,397,71,7,27,0,0,3,1,1,2,0.015625,Married Loyalists
703937,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,79192.0,Married,Star,18073.94,Standard,2015,3,,,0,25,33537,33537.0,374,67,8,29,0,0,3,1,1,2,0.0,Married Loyalists
160203,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,73510.0,Single,Star,18131.19,Standard,2016,8,,,1,21,30916,30916.0,1088,196,8,22,0,0,2,1,0,3,0.0,Single Frequent Flyers
964151,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,72710.0,Divorced,Star,18269.27,Standard,2017,5,,,0,12,12655,12655.0,0,0,4,16,0,0,3,1,0,1,0.16410256922245026,At-Risk Infrequent Flyers
470076,Canada,Alberta,Edmonton,T9G 1W3,Female,College,73510.0,Single,Star,18361.56,Standard,2015,12,,,1,12,17206,17206.0,0,0,5,18,0,0,2,1,0,1,0.0746268630027771,At-Risk Infrequent Flyers
602213,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,68792.0,Married,Star,18380.39,Standard,2015,3,,,0,10,13934,13934.0,0,0,5,23,0,0,3,1,1,1,0.1190476194024086,At-Risk Infrequent Flyers
723691,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,68792.0,Married,Star,18380.39,Standard,2016,8,,,0,29,40775,40775.0,535,96,10,17,0,0,3,1,1,2,0.0,Married Loyalists
893632,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,98692.0,Married,Star,18504.28,Standard,2017,10,,,0,4,4516,4516.0,0,0,2,26,0,0,3,1,1,1,0.1666666716337204,At-Risk Infrequent Flyers
405351,Canada,Ontario,Ottawa,K1F 2R2,Male,College,73510.0,Single,Star,18532.41,Standard,2013,8,,,1,15,25159,25159.0,0,0,6,21,0,0,2,1,0,3,0.04316546767950058,Single Frequent Flyers
924936,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,High School or Below,52017.0,Married,Star,18534.61,Standard,2013,4,,,0,19,28535,28535.0,0,0,8,17,0,0,1,1,1,4,0.015625,High-Value Frequent Flyers
685375,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,73510.0,Married,Star,18542.3,Standard,2016,7,,,1,16,23382,23382.0,1139,205,7,26,0,0,2,1,1,4,0.019607843831181526,High-Value Frequent Flyers
175320,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,69441.0,Married,Star,18572.01,Standard,2016,3,,,0,16,36354,36354.0,338,61,5,18,0,0,3,1,1,4,0.04316546767950058,High-Value Frequent Flyers
155118,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,68255.0,Married,Star,18611.45,Standard,2015,7,,,0,26,38842,38842.0,1044,188,9,9,0,0,3,1,1,2,0.0,Married Loyalists
602574,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,68255.0,Married,Star,18611.45,Standard,2017,2,,,0,16,26117,26117.0,595,107,6,22,0,0,3,1,1,4,0.019607843831181526,High-Value Frequent Flyers
407933,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,86525.0,Married,Star,18680.99,Standard,2015,5,,,0,25,33638,33638.0,0,0,8,10,0,0,3,1,1,2,0.0,Married Loyalists
940213,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,73510.0,Single,Star,18688.31,Standard,2013,10,,,1,34,40393,40393.0,1199,216,12,20,0,0,2,1,0,3,0.010416666977107525,Single Frequent Flyers
945037,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,73510.0,Single,Star,18726.15,Standard,2017,4,,,1,12,18050,18050.0,0,0,5,19,0,0,2,1,0,4,0.1190476194024086,High-Value Frequent Flyers
312180,Canada,Quebec,Quebec City,G1B 3L5,Female,High School or Below,75586.0,Single,Star,18745.4,Standard,2014,1,,,0,19,22064,22064.0,0,0,6,17,0,0,1,1,0,3,0.019607843831181526,Single Frequent Flyers
506193,Canada,Ontario,Thunder Bay,K8T 5M5,Female,High School or Below,68829.0,Single,Star,18882.64,Standard,2017,8,2018.0,4.0,0,10,16421,16421.0,0,0,3,5,0,1,1,1,0,1,0.13725490868091583,At-Risk Infrequent Flyers
232871,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,84736.0,Single,Star,18929.33,Standard,2016,10,,,0,24,40474,40474.0,0,0,8,29,0,0,3,1,0,3,0.010416666977107525,Single Frequent Flyers
